,GSM1377859,GSM1377860,GSM1377861,GSM1377862,GSM1377863,GSM1377864,GSM1377865,GSM1377866,GSM1377867,GSM1377868,GSM1377869,GSM1377870,GSM1377871,GSM1377872,GSM1377873,GSM1377874,GSM1377875,GSM1377876,GSM1377877,GSM1377878,GSM1377879,GSM1377880,GSM1377881,GSM1377882,GSM1377883,GSM1377884,GSM1377885,GSM1377886,GSM1377887,GSM1377888,GSM1377889,GSM1377890,GSM1377891,GSM1377892,GSM1377893,GSM1377894,GSM1377895,GSM1377896,GSM1377897,GSM1377898,GSM1377899,GSM1377900,GSM1377901,GSM1377902,GSM1377903,GSM1377904,GSM1377905,GSM1377906,GSM1377907
ENSMUSG00000089917,1.737651353,1.609554926,1.573880686,1.882193141,1.552346938,1.767371104,0,1.680575714,1.524492189,0.650425068,0,0,0,0,0.211142977,1.537111059,1.671204326,0.480323201,1.523295034,0.766184485,0.278061607,1.847126414,0.151056506,1.971100425,0,1.756955437,0,0,0,0.118980903,1.511013902,0,1.3647048,0,0,0,0,0.186174863,1.646456662,1.343723614,0,0,0,0.129150555,1.306881601,0.164940243,0,0,0
ENSMUSG00000045083,1.846057391,1.891035973,1.701094579,1.84058155,1.782606618,1.859640779,0.033266255,1.905893518,1.754913774,0.987426264,0.269674257,0,1.039566393,1.382780441,0.340180285,1.288877179,1.099639212,1.525014989,0.343499185,0.926289958,1.647747663,1.673400633,1.869742009,1.451545435,1.766332525,2.043161788,1.479447177,0.469683609,1.456271875,0,0.079792809,0,0.037569831,0,0.231527187,0,0,0.203365555,0.979464603,0,0.326321521,0,0.820293433,0,0,0,0,0,0
ENSMUSG00000029246,0,0.025706051,0,0,0,0,0,0.578038345,0.553223806,2.055722266,1.997128965,1.894538692,2.058217179,2.05333971,2.145283443,1.934795286,2.001827569,2.115394143,2.148522451,2.014759881,1.930840571,1.976530172,2.066311014,2.179103478,2.210992317,2.172705072,1.974367057,2.09085035,2.318524528,2.165570741,2.053508681,2.126368467,2.157193754,2.139551669,2.116850058,2.177925892,2.12822474,2.200694584,2.076796951,2.146868806,2.117668941,1.918249527,1.75665132,1.964661202,2.007773374,2.057593842,2.011764923,1.910918814,2.010236335
ENSMUSG00000070733,1.726468837,1.985282733,1.91240541,2.031578109,1.791977511,1.83651653,0,1.929646232,1.764126047,1.594570431,1.925577642,1.248306833,1.551563436,1.229100517,1.446339857,0.409116152,1.395312412,1.726403608,1.632962157,2.046424922,2.107637268,1.745576752,1.836595623,1.912455354,1.20846823,0.139371799,1.516282788,1.793088803,1.405650243,0,0.201467316,0.514826568,0.163190009,0.051640588,0.370085431,1.210586025,0.871108038,0.897603452,0.062261127,0.650807597,0.044117019,0.094601432,0.160925695,1.15727842,0.071861028,0,0,0.050779448,0.129431752
ENSMUSG00000054087,2.262662253,2.305473901,2.114530923,2.260967686,2.355413204,2.424020358,1.901680588,2.31404006,2.550916562,1.116667505,1.564793849,1.214899455,1.545648479,1.386473995,1.276036493,1.53325334,1.618850016,1.452606677,1.541454429,1.821719818,1.919689337,1.697441206,1.89346159,1.837262595,1.774094875,1.900292282,1.463566026,1.610971934,1.667887963,0.825960056,0.810446251,0.863862121,0.292399409,0.065005753,0.908684427,0.143277172,0.276030513,1.18763351,1.339336144,1.553221376,1.213424779,1.016561623,0,0,0,0,0,0.312674436,0.042690075
ENSMUSG00000038543,0,0,0,0,0,0,0,0,0,1.959472609,1.947829113,1.865211202,1.8940196,1.939624569,1.929043226,1.531155631,1.653226025,1.916682354,1.728401674,1.653233745,1.71004286,1.019901051,1.843397866,1.119460448,1.871874035,2.059661852,1.698437233,1.81601846,1.919800617,1.534855806,2.173594139,2.152975942,1.931099201,1.892571508,1.896695934,2.028859873,1.710126677,1.78016748,2.097010758,1.629473821,1.99461626,2.105871095,2.24674717,2.072837875,1.824993555,2.211291448,2.162689838,2.261997573,2.064165865
ENSMUSG00000021643,1.663037201,1.742586889,1.909435137,1.868857713,1.856115976,1.923132062,0,1.807994109,2.046920276,0.000768295,0.940820683,1.08571503,1.52338744,0,0,0,0,0.231726166,1.542010828,2.93E-07,0.583619258,0,1.486217885,1.413949881,1.646638946,0,1.831319362,1.430242804,0.36572753,1.251260938,1.515152952,1.22E-06,2.75E-06,0,1.359770997,0,1.222791881,0,0,0,0,1.451069181,1.382370101,0,1.109922607,8.81E-05,1.108267274,1.501687644,1.105935755
ENSMUSG00000027163,1.55929603,1.561232607,0.061929489,1.709073127,1.255166331,1.655637778,0,1.672421148,1.213159017,0.458840221,0,0.051435783,1.661913915,1.345714758,0,0,0,1.110074311,1.600911938,0,0,0.057464882,0,0,1.811119025,0.102200029,0,0.06029168,0.673432876,1.598900981,1.525270322,1.903296771,1.580391184,1.548031761,1.70178551,1.424543539,1.888390691,1.739226512,1.662298748,1.891450479,1.689392335,1.759879276,1.547682423,1.642009212,0.251061942,1.964807693,1.813336087,1.505665397,1.808093434
ENSMUSG00000097327,1.631210324,1.842842548,2.136825166,1.712549533,1.891502334,1.757460561,0,1.499706323,1.112926582,1.96618117,1.714480647,2.040677485,1.654796245,1.928756761,2.018642256,2.206242829,2.124236784,1.869006298,2.064914507,2.43147152,0.274183028,2.114260605,2.456561877,1.776176518,0,2.489519747,2.182200591,2.032090679,0.309981293,0.953345006,0,1.307363376,1.441621307,1.476669353,2.074465354,1.883005809,2.194211757,0,0,0,2.201926695,2.144269005,0.751279874,2.004411663,1.983966194,2.007986617,2.284879461,2.141807096,2.276778792
ENSMUSG00000064734,0,0,0,0,0,0,0,0,0,0,0,2.49159839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73560369,0,2.790138732,0,0,3.065228552
ENSMUSG00000028825,2.073083854,1.89808698,2.077335196,2.036017739,1.998851076,2.016063446,0.278657131,2.067896236,1.943086246,0,0.048715191,1.226228599,1.335088644,0.860548214,0,0.963618797,0.825825174,0.930026003,1.478269169,1.545868491,0.214037537,0.603363089,1.264090243,1.221555067,1.196024114,1.355003009,1.738629163,0.861315715,1.672219813,0,0,0,0,1.586520918,0.628720911,0.817472155,0,0,0,0,0,1.248323995,0,0.059400195,1.316217844,0.403489429,0,0,0
ENSMUSG00000025408,2.047064485,2.006127888,2.010418693,1.723172344,1.60829813,1.720617346,0,1.892353432,1.973452067,1.343341623,1.448741866,0.547582737,0,1.688272066,1.704989114,2.093687784,2.054819812,1.676555528,1.121152605,1.697848947,0.382526724,2.017484103,1.796219676,1.76430543,1.440729663,1.969729405,1.460251179,2.013561849,1.538703148,0,1.721320831,1.392186753,0.122167693,0,1.7352395,0.31017057,0,0,0,1.702050362,0,1.557567349,1.600933709,1.682940704,1.629908853,0,1.485114978,0.127462782,1.90241359
ENSMUSG00000083937,1.969741511,1.954901172,1.691071762,1.917103588,0.183304016,1.948386555,0,1.798050228,0.39619237,0.256960796,1.91009108,1.947551838,1.460198502,0.451041511,0.435208698,1.475579672,0.335618349,1.50073719,0.426998959,1.821700176,0.365090948,0.360273349,2.177314246,0.576261857,0.530158701,2.070868699,0.380223908,1.904361692,0.226894661,2.255573994,2.191638218,1.593722358,2.042823497,1.293517238,0.637578781,1.69022001,1.594852018,0.377339041,0.291776754,1.404296501,0.253610323,1.417979595,1.172862613,1.777517442,2.007803234,2.251888749,0.329639878,2.289006679,2.294754925
ENSMUSG00000093661,2.247727833,2.282882566,2.0615731,2.264236802,2.321565293,2.293799944,1.756258694,2.286517096,2.340269569,1.305604992,1.363359978,1.54573625,1.627054364,1.263811171,1.510376085,1.49862892,1.459853681,1.519670517,1.19856912,1.991551232,1.798724518,1.600717033,1.407963354,1.386536418,1.742523251,1.820226426,1.57083354,1.492472626,1.886680758,0.837105269,0.21043758,0.697915126,0.261937464,0.245083343,0.085794881,0.114800071,0.983526609,0,0.861462719,0.592160096,0.107093916,0.157428963,0,0.908525229,0.73709957,0.081229896,0.906988148,0.0700046,0
ENSMUSG00000036402,2.189540843,2.148420632,2.07520377,2.155144663,2.090786928,2.117486732,2.052751639,2.149259152,2.211947744,1.100367098,1.159936968,1.464276372,0.778384983,0.029893835,1.078322666,1.696542475,1.657104637,1.202120346,1.250329718,2.067435406,2.186707773,1.74714369,1.790729789,1.823751932,1.927079709,1.703255257,1.363137945,0.083863307,2.208575709,0.398356731,1.141565779,1.048659285,1.175934885,1.136451031,0.64254959,1.28171724,0,0.31098416,0.534872282,1.372223211,1.182340457,0,0,0,0,0.285043277,0,0.581790422,0.571218373
ENSMUSG00000001285,1.261888278,0.4703208,0,0,0,0,0,0,1.069175815,2.217697091,2.211857095,2.121740352,1.92775777,2.031428664,1.759030664,1.865401894,2.007649645,1.770956524,1.651124821,1.91755382,2.030202888,2.247452783,2.274421118,0.350356578,2.016084372,2.503943136,2.139372114,2.223062209,2.306028083,2.027618665,2.084737098,2.181597799,2.102190076,2.037769017,2.07243005,2.175395831,2.016582107,2.052770869,1.91115601,2.463337453,2.226158943,2.098120874,2.087852375,2.290960119,1.743610879,2.185811204,2.376717441,1.788328196,1.920866003
ENSMUSG00000074662,1.926337815,1.935921713,1.83012526,1.722892119,1.940947577,1.78803962,0,1.784863965,1.777262934,0,1.592152321,0,0.244754953,1.056950564,0,1.685088463,1.462939779,0.299519937,0,0.993765464,1.465019796,1.541558028,0,0.909821766,0,0.85938871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054409,1.805701308,1.885779479,1.319595276,1.880118737,1.902524493,1.608007994,1.940046575,1.845729169,1.927339048,0.760786505,0.272896566,0.380956141,0.568688565,0.905515792,0.088654805,1.718345547,1.603533006,0,0.859499158,1.607373518,1.806017762,0,1.540519672,1.626247954,0.09464544,0,0.261411336,0,1.017337656,0,0.222347034,0,0,0.300566139,0.066070866,0,1.021585774,0,0,0,0.276548195,0,0,0,0,0,0,0,0
ENSMUSG00000025163,2.245033693,2.114040223,2.270259476,2.242066625,2.246973485,2.290902333,0.471150836,2.243618375,2.240973352,0.795149789,0.770368866,1.192770894,1.261543582,1.154350925,1.224382833,0.147085529,1.440707623,1.540727292,1.238598034,0.534721436,0.402986607,1.390544773,1.713340992,1.532419295,0.088231446,0,1.67209601,0,1.708838846,1.309114669,1.496051874,1.426158152,0.895434149,0,0,0.309642941,0,0.201748788,1.458888535,0,1.53922544,0.472223856,0.719034473,1.425410305,0.457541288,0.91320011,1.251124549,0,0
ENSMUSG00000047237,2.137331953,2.150753371,2.033500152,2.111262514,2.208981201,2.255851179,0.34468498,2.132029029,2.254093486,1.05863477,1.389465556,1.463226859,1.340404451,1.227382734,1.58383331,1.536451118,1.15306754,1.560075285,1.680162305,1.399438343,1.883039921,1.212744104,1.511266894,0.578712541,1.698531145,2.072407995,1.480268591,0.061788626,0.357679529,0.383486829,0.090824982,1.078634415,0.779927497,0.643086333,1.100584193,0.055182549,0.725200015,0.20231391,1.402615553,0.100188172,0.049285876,0.165077463,0,0.391312744,0,1.356148284,0,0,0.199165848
ENSMUSG00000028556,1.961343721,1.861135776,1.970646687,1.864071818,2.092594337,1.853264918,1.871497628,1.946849041,2.062202045,1.644310547,1.73473984,0.737478896,1.671674445,1.490688717,1.604002366,1.724676383,1.670629867,1.261448445,1.707955761,1.566244168,1.586165181,1.563982726,1.961396887,1.290134822,1.704612031,2.064128399,1.527906885,0.311408407,1.57614547,0.784893898,0.57759634,1.217115296,0.18814436,0,1.287089261,0.428698363,0,0.392526367,1.034709453,0.038484965,0.036279803,0,0.587467378,0,0.130820549,0,0,0,0
ENSMUSG00000021606,1.563351727,1.735076474,2.028489917,1.874354816,1.67305871,1.555254104,0,1.715662456,1.601852566,1.841896062,0,0.158351936,1.674311728,1.006326532,0.838050892,1.359814621,1.311168758,0,1.317716596,1.174385479,1.765951536,1.733386676,0,0,1.68653081,0,1.895268361,0,2.107935449,2.139674479,2.144085156,2.173183354,2.116783684,1.946790627,2.149862377,2.140438902,2.006692758,2.114597642,2.083058065,2.021152072,2.1224256,2.235864138,2.309342672,2.262208956,2.097552294,2.344297937,2.13704379,2.336297594,2.068508679
ENSMUSG00000024537,0,1.174117981,0.856292565,0.706606848,0,1.152719366,0,0,0,0.09927723,0.930932738,1.050723807,0.381652875,0.567929324,1.31576259,1.491388311,1.253919261,0.081578078,0.269617302,0.121898154,1.188059025,1.073648711,1.55089824,0,0.196124763,0.228128711,1.64415389,1.848100401,1.379584682,2.093645779,2.042063349,1.787593647,2.003956585,1.896547711,1.740680792,1.986498087,1.971255897,0.529251928,1.789888698,1.83665952,1.867757903,1.907676264,2.099784197,1.85299328,2.014146565,2.085914629,2.005068921,1.377603088,2.06840852
ENSMUSG00000074796,0,0,0,0,0,0,0,0,0,1.682175774,1.767413397,1.626960052,1.72312798,1.735312203,1.918688622,0.994400307,1.280867349,1.459763289,1.801015897,0.569965832,0.344832241,1.355633476,0.719741352,0.424917554,0.249271264,1.245031223,1.664890073,1.46039413,0.679402456,2.020763068,1.808824495,1.845621979,1.963649964,1.804392981,2.089972192,1.903795685,2.147697961,2.01375544,1.793536157,2.009973265,1.822300833,1.65086485,1.633056185,1.408373965,1.94259631,1.994555135,1.976565009,1.782520638,1.940583218
ENSMUSG00000008036,1.966245012,2.054659009,2.169268746,2.005369295,2.039243541,1.923581269,0,1.940552343,1.638939292,1.215047707,0,1.269048047,0,0.804553076,0,0.420699851,0,0,1.289947744,0.874841744,1.715798676,1.781414266,0,0,0.840016967,0,1.929850961,1.049353718,1.968493222,1.827430018,1.96241622,1.628786255,1.830553385,1.268177656,1.936382027,1.92097073,1.924318061,1.995172139,1.71388182,1.218299126,1.075061302,1.540605984,1.862075896,0.122967786,1.562570011,1.942037336,2.067509767,1.858436131,1.936751936
ENSMUSG00000015766,2.264026403,2.022151952,2.034476046,2.093050275,2.200445551,2.155190236,1.353677775,2.021929037,2.333056133,1.368556492,1.478230184,1.376049279,0.93933701,0.846380416,0.70098998,1.727202798,0.900971443,0.365027239,1.18619325,1.508101273,1.47598191,1.152468753,1.403962545,0.543004583,1.243962731,1.547715647,1.264054777,1.244601174,0.568480991,0,1.267406419,0,0,0.599898348,0.734851014,0.023087396,0.031972317,0.916552904,0,0.071818331,0.036078054,0,0,0,0.527562883,0.373175076,0,0,0
ENSMUSG00000064410,0,0,0,0,0,0,2.261662474,0,0,2.347171884,0,2.052101143,0,0,0,0,1.66553315,2.721041885,0,0,0,0,0,0,0,0,0,1.693403305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.207189883
ENSMUSG00000083097,0,0,0,0,0.425165631,0,1.20015255,0,0,1.334759258,1.748066252,1.44152704,1.652137996,1.65355981,1.658489335,1.526898588,1.539569107,1.621733857,1.46905433,1.858598548,1.817356435,1.733098514,1.892284426,1.932981329,1.656511208,1.875163166,1.783057739,1.826083877,2.205466919,2.232073207,2.154703877,2.123099955,2.213265341,2.204250251,2.275099339,2.196621033,2.201055564,2.215584694,2.219125891,2.321677122,2.137328787,2.230770691,2.288278297,2.205123129,2.159822762,2.286553019,2.246956269,2.258397804,2.268975581
ENSMUSG00000034659,1.938949304,2.001083515,2.002706757,2.045162534,1.89429335,1.848052339,0.104830109,1.95368674,1.975322877,1.126222349,0.608476825,1.109767476,0.030834251,0.632279084,0,1.484677013,0.264342435,1.275094729,1.509073425,0.451141421,0.472114037,1.534131492,0,0.297938349,0.481419695,0.183766222,1.567396947,0,0,0,0,0,0.264982776,0,1.087366085,0.10992463,0,0,0,0,0,1.111148211,0,0,0,0,0,0,0
ENSMUSG00000067297,1.987613539,2.008097462,1.799049544,1.955146348,2.017734326,2.001532957,0.04038039,2.04060234,2.135526996,0,0,0,0,0,0.018439761,1.069260986,1.10710817,0.585972557,0,1.005936865,0.580629646,1.375122008,0,0,0,0,0,0.01525838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034793,1.233295696,1.374559561,1.505780604,1.255260441,1.536010179,1.427783003,0,1.473111636,1.403305872,0,1.51998279,0.680073407,0,0,0,0,0,0,0,0,0.073834147,0,0,0,0,0,0,0.121872568,1.762611802,1.613580744,1.42098824,1.26052692,0.322062093,0.060709547,1.487354761,1.575303333,1.285660807,1.636360498,1.601768917,1.085140673,1.703167522,0.155884178,1.578986278,0,1.631749088,2.072385938,1.964399657,1.829531476,1.573981466
ENSMUSG00000088158,0,0,0,0,0,0,0,0,0,0,0,2.316433765,1.60866614,0,0,0,1.959113928,0,0,0,0,0,0,0,2.153723424,0,2.279917777,2.539945073,0,0,0,0,0,0,2.157393297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052419,1.760628272,1.832505719,1.978685302,1.92101449,1.953350325,1.788247584,0,1.920183873,1.847358544,0.090120793,1.153604523,0,0,0.231219493,0.069387602,1.573478494,1.001759233,1.013303314,0.077426413,1.112470939,1.655568673,0,1.178458936,0,0,0,0,0,0,1.382107136,1.763511101,1.687264916,1.510133308,0.16804852,0.418047603,1.395340374,1.116481554,0,1.505590835,0,0.479676063,0,1.569929591,0,1.214676983,0,1.388710279,0.493533331,1.366187534
ENSMUSG00000096323,0,0,0,0,0,0.650531899,0,0,0,1.121054022,1.235798534,1.089191294,1.225601298,1.208997306,0.993405366,1.807995461,1.751293734,1.634430916,1.503442018,2.075791411,1.967693497,1.885568704,1.843928214,1.896327764,1.777542087,1.502556843,0.842453839,0,0.574792642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006641,0.314326571,0.645651147,0.112626113,0.308167285,0.222759898,0.633080447,0,0,0.210451758,2.054582415,1.958298639,2.078442317,1.9380772,2.008071885,2.238537858,1.592406617,1.64560597,1.90375124,2.164031478,1.524207822,0.95507989,1.91953726,1.363369384,1.892369569,1.43203399,1.532251019,1.818674477,2.203296758,2.050159266,2.394071507,2.238136467,2.259189974,2.344973564,2.324066283,2.388436921,2.348970401,2.359953048,2.291442115,2.254671315,2.424367036,2.398597901,2.17790571,2.11947694,1.987845397,2.262949175,2.238673243,2.350542618,2.202855977,2.29480339
ENSMUSG00000031765,0.454057846,0.859039173,0.174869464,0.421052484,0.95610357,0.640836082,2.305116959,0.987773038,0.563981541,2.683956122,2.578850004,2.291679584,2.369156463,2.585716719,2.548644883,2.473413973,2.48147416,2.643854213,2.587946565,2.768763858,2.632428946,2.4499564,2.642648488,2.741537642,2.668216266,2.715485222,2.43061839,2.514048093,2.873951527,2.739558896,2.62101521,2.635176013,2.688711627,2.645350536,2.71210228,2.678990656,2.619205022,2.737431995,2.782338589,2.673318633,2.734352508,2.705252877,2.792393791,2.729666855,2.64761766,2.784906726,2.691461665,2.744011187,2.679773014
ENSMUSG00000073435,1.803141523,1.834403535,2.129696336,1.863608924,1.748930346,1.672549474,0,1.51897957,1.563272194,0,0,1.061222453,1.304126309,1.277836042,0,0,1.268123784,1.179020087,1.364168122,1.85011974,0,1.581677784,0,1.925478144,0,0.23974956,0,0.811548197,0,0,1.32015252,0,0,1.150504691,0.460682896,1.112340189,0,0.955569902,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020766,0,0.161336253,0,0,0,0,0,0,0,1.12813745,0.979835533,0.932062614,0,0.358658069,0,0.059815137,0.062597024,0.924458137,1.240396969,0.748287283,0,0.841885437,0,0,0,0,1.563721898,0.532313493,1.889171675,1.823045592,1.997071691,1.63572194,1.956449382,1.247280788,1.76887479,0.60767158,1.738901795,1.452500975,0.253442204,0.923473543,1.176782684,1.904201443,1.840183282,1.417730698,1.5518987,1.874888669,1.72278113,1.797282086,1.821617013
ENSMUSG00000043453,1.82954691,1.864257669,1.73701523,1.864822451,1.857560441,1.761448949,0,1.953800752,1.6116118,1.197040596,0.027574078,0,0,0.032292111,0.029273161,1.765222112,0.56320452,0,1.123384442,1.230300725,1.817642703,0,0.058287438,0.814808087,0.031047992,1.800056201,0,0.171162821,0,0,0,0.803603904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000011486,0,0,0,0,0,0,0,0,0,1.537764962,1.489625252,0.239002756,1.656811852,1.690307741,1.589957416,0.986335878,0.888058684,0.791259649,1.389040209,0.332842267,0.073978849,0,0,0,0.548937009,0.852625751,1.54485031,1.694565716,1.868155803,1.877708168,1.629667449,1.385484726,1.862464727,1.794687372,1.849704959,1.826876535,1.682247092,1.730858149,1.650827976,1.629584913,1.454764089,1.781488255,1.855024614,1.567418114,1.593564059,1.943510839,1.662507568,1.83718931,1.84490877
ENSMUSG00000025511,0,0,0,0,0.095696812,0,0,0,0,1.096687597,1.198164791,1.446263705,1.401274715,1.301318706,1.413653428,0.998106262,1.712324701,1.64250409,1.585479906,0.57820011,0.416535665,1.506086772,0.420376628,0.314417119,1.35232147,0.986242647,0.892041705,1.954925744,1.851417357,2.060153687,1.82095376,1.948237354,2.002623019,1.847900724,1.998425437,2.027268042,1.856010109,2.124595508,1.34989113,1.661657485,2.024699068,1.945937586,2.088107726,1.985369433,1.82784596,2.152208818,1.828672783,2.032848336,1.944247695
ENSMUSG00000068129,0,0,0,0,0,0,0,0,0,0.391755255,1.434904076,1.470842512,0.488900267,1.910373573,2.112588246,1.68329565,1.274037709,2.166903524,2.060818671,1.939354988,1.969953322,1.578370988,2.014070891,2.126154145,2.021263743,2.147796859,1.74379267,1.922348595,1.861819267,1.838125924,1.575699226,1.427297809,1.19981275,1.781356071,1.663092864,1.799262645,1.700670841,1.883910019,2.131833513,1.834883365,1.791314425,2.035473766,1.073109545,2.167255288,1.799699556,1.981191394,1.592187865,1.707263507,1.358888105
ENSMUSG00000090714,0,0,0,1.007910288,0.692573748,0.460866284,0,0.60459645,0.618042864,1.607407838,1.166113233,1.211654401,1.515737443,1.524155863,1.568570131,1.974596425,1.947523905,1.647800435,1.678564811,1.776366256,1.675422698,1.707291627,1.64461877,1.966028097,1.756163527,1.904731229,1.400145825,0.05702598,1.758972417,0,0,0,0,0.167429291,0.613595546,0.374563227,0.379289197,0,0,0,0,0,0,0,0,0.933076083,0.139262769,0.087081157,0.087002254
ENSMUSG00000071302,1.90530088,1.032203606,1.736102357,1.009121013,1.338131647,1.47744396,0,1.563022817,1.649782555,0,0,1.050441628,1.720667751,1.587643627,1.654582721,0,0,1.869066774,0,0.619387632,0,0,0,2.398849337,0,0.533160465,1.921034284,1.753281936,1.219828061,2.037765036,2.074275063,1.736024204,1.488135965,1.744498735,1.536367766,1.847089361,2.046050106,1.704347879,1.377856058,2.130398104,1.976445816,1.739758996,2.144399832,1.796817082,2.210139199,1.632184887,1.79973055,1.945010907,1.43165159
ENSMUSG00000028619,2.862306136,2.234461601,2.206172594,1.988977444,0.556374877,1.330131593,0.036079413,2.974984416,1.435865061,1.301053881,2.68046968,1.572905276,0.236787085,2.521224411,1.377036555,2.40098673,2.334423591,1.402893874,2.733972843,0.964142671,2.021015547,1.582948104,1.54561386,0.91567837,2.30196056,0.960789365,2.529009203,1.496951777,0.660767798,1.626164766,1.30666945,0.470300213,1.095838591,1.201378004,1.442992154,1.866273158,0.348803139,1.689423412,1.381160223,0.726103431,1.039213385,0.395408526,1.683034424,0.46462813,1.470089871,0.169749944,1.743599123,2.476405527,1.244467624
ENSMUSG00000071291,2.136625456,1.930948522,1.913046805,1.848043712,1.85011606,1.98155768,1.602244527,1.967183259,2.119978013,0,0,0,0.065203886,0,0,1.347330015,1.037096069,0,0.976199073,0,0,3.86E-09,0.159333441,0.339338132,0.227215471,0,0.671372813,0.227694956,0,1.036152827,1.199203734,0,0,1.163504261,0.42459909,1.200333303,1.81E-13,0.251793176,0,1.321092806,1.394322074,0.306804467,1.218194027,1.16E-06,1.272199114,1.366986707,1.71E-06,0.103836548,1.408044828
ENSMUSG00000050312,2.12932568,1.984793209,1.923175086,1.939424396,1.704546866,1.904589511,0,2.013039567,1.726256808,0.092832186,0.029350413,0.364584762,1.311999539,0.192578046,1.031549436,0.421482176,1.295597884,0.760558179,1.000495248,1.614754887,1.429797483,0.622665703,0.279466858,2.100504949,1.160159283,0.137850797,1.591915658,0.176719663,1.812000379,0,0,0,0,1.489625252,0.452471865,0.570372458,0.284725277,1.73122603,1.168512215,0.542179104,1.204342502,0,0,0,0,0,0,0,0.925926477
ENSMUSG00000052738,1.863799133,1.637907812,1.934998612,1.767738247,1.695254838,1.707760883,2.182457452,1.866616333,1.85030614,1.57067601,0,1.175294322,1.235700111,1.206904096,1.39988995,0,0.039416618,1.283805351,1.064738692,0,0.123191207,0,0,0,0,0,0.031274641,1.3967066,1.27819094,1.939003784,1.867464541,1.872629367,1.881878023,1.787933477,2.051252881,1.746604622,1.964961196,1.491438739,1.782087608,2.010927195,1.853784575,1.911605527,1.835774886,1.804527874,1.804792088,2.001280582,2.12039952,1.898539251,1.885234532
ENSMUSG00000064751,0,0,3.134804818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02151031,0,0,6.04E-14,0,0,0,3.103755843,0.075658988,0,0,0,0,0,0,0,0,4.26E-06,0.000568037,3.210823966,0,0,0,0,0,0
ENSMUSG00000072066,1.953155414,1.653596453,1.706120964,1.473985939,1.654618315,1.845104244,0,1.805326154,1.872007596,0,1.624324388,1.460809172,1.873927724,0,1.728253923,0.647235246,1.742207282,1.790548336,1.594627868,1.754731997,1.815086067,2.091920076,1.580725451,2.246820981,1.32794101,1.378183426,1.768015438,0,0,0,1.428818108,1.260910531,0.427374113,0,1.511955515,0,1.371354217,0,1.371284032,0.966493721,0.620073562,0,0,0,1.442272764,0.443771323,1.947194941,1.567629722,1.890138104
ENSMUSG00000066441,1.985249487,1.916547114,1.940897322,1.909722869,1.876253645,1.920675239,0.94052794,2.002240814,1.95163035,0.610151059,0.533371632,1.196993691,0.257951063,0.951531305,0.114569954,0.83189152,1.81680982,1.121264305,1.493880289,0.065829838,1.327775657,0.01516344,0.045421564,0.984521913,1.724087361,0.387137008,0.076084934,0.955913736,1.547146801,0,0,0,0,0.778017322,0.057965291,0,0.993288501,0.031348386,0,0,0,0,0,0,0,0,0,1.183107487,0
ENSMUSG00000026727,2.013502914,1.989444033,1.948745895,2.003475612,1.972352362,1.993390815,0,2.039814517,1.933888496,0.509934693,0,1.236335686,1.602335681,0.961871293,1.24230782,0.790122537,1.061339367,1.301279643,1.230688994,0.739331003,0,0,0.062232904,0,0,0,0,0,0,0,0.520543793,1.519449954,1.099915331,0.116996377,0.426706406,1.461503029,1.227891844,0,0,0,0,1.459329149,1.349267812,0.715533718,0,1.312735739,0.121526688,0.158154946,1.390601314
ENSMUSG00000064916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.337876383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.099545982,0,2.98511198,0,0,0,0
ENSMUSG00000026645,1.843583437,1.881886003,1.793718462,1.834674974,1.905689587,1.947611129,0.111268228,1.858168312,1.831432061,0,0.100378473,0.863478108,0,0.06176866,0,0,0.052895848,0.2004294,0.118770832,1.286472188,1.847797768,1.361897744,1.515334613,0,0.099109261,0,1.187026924,0,1.03320414,0,0,0,0,0,0,0,0,0,1.066049977,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018727,2.167083876,2.176606316,2.144047754,2.081897929,2.056046844,2.221461186,0.096871793,2.114564283,2.047204751,1.234342619,0.938671302,0.986841126,1.108098008,0.851340306,1.361841115,1.286022857,0.883004103,0.588846276,0.522307272,1.153567932,1.612403418,0.359594562,1.620535797,0,0,1.081116775,1.362898851,0.969110587,1.29204552,0.091296858,1.02423027,0.902114444,0.079171112,0,0.437777507,1.13740792,0.067406774,0.091762246,0,0,0,0,0,0,0.122972694,0,0.658497916,0,1.23679917
